"Plot Title: Level 20028982"
"#","Date Time, GMT-07:00","Abs Pres, mm Hg (LGR S/N: 20028982, SEN S/N: 20028982, LBL: Audu01 Press)","Temp, °C (LGR S/N: 20028982, SEN S/N: 20028982, LBL: Audu01 Temp)","End Of File (LGR S/N: 20028982)"
1058,04/16/18 02:15:00 PM,904.42,17.665,
1059,04/16/18 02:30:00 PM,904.42,17.665,
1060,04/16/18 02:45:00 PM,904.42,17.665,
1061,04/16/18 03:00:00 PM,904.18,17.665,
1062,04/16/18 03:15:00 PM,904.33,17.760,
1063,04/16/18 03:30:00 PM,904.33,17.760,
1064,04/16/18 03:45:00 PM,904.21,17.760,
1065,04/16/18 04:00:00 PM,904.46,17.760,
1066,04/16/18 04:15:00 PM,904.33,17.760,
1067,04/16/18 04:30:00 PM,904.33,17.760,
1068,04/16/18 04:45:00 PM,904.54,17.665,
1069,04/16/18 05:00:00 PM,904.83,17.760,
1070,04/16/18 05:15:00 PM,904.71,17.760,
1071,04/16/18 05:30:00 PM,904.96,17.760,
1072,04/16/18 05:45:00 PM,904.83,17.760,
1073,04/16/18 06:00:00 PM,905.08,17.760,
1074,04/16/18 06:15:00 PM,905.20,17.760,
1075,04/16/18 06:30:00 PM,905.45,17.760,
1076,04/16/18 06:45:00 PM,905.45,17.760,
1077,04/16/18 07:00:00 PM,905.83,17.760,
1078,04/16/18 07:15:00 PM,905.79,17.665,
1079,04/16/18 07:30:00 PM,906.04,17.665,
1080,04/16/18 07:45:00 PM,905.91,17.665,
1081,04/16/18 08:00:00 PM,906.28,17.665,
1082,04/16/18 08:15:00 PM,906.32,17.760,
1083,04/16/18 08:30:00 PM,906.45,17.760,
1084,04/16/18 08:45:00 PM,906.61,17.855,
1085,04/16/18 09:00:00 PM,906.85,17.855,
1086,04/16/18 09:15:00 PM,906.98,17.855,
1087,04/16/18 09:30:00 PM,907.19,17.760,
1088,04/16/18 09:45:00 PM,907.19,17.760,
1089,04/16/18 10:00:00 PM,907.53,17.665,
1090,04/16/18 10:15:00 PM,907.90,17.665,
1091,04/16/18 10:30:00 PM,908.27,17.665,
1092,04/16/18 10:45:00 PM,908.56,17.760,
1093,04/16/18 11:00:00 PM,908.68,17.760,
1094,04/16/18 11:15:00 PM,908.80,17.760,
1095,04/16/18 11:30:00 PM,909.18,17.760,
1096,04/16/18 11:45:00 PM,909.18,17.760,
1097,04/17/18 12:00:00 AM,909.26,17.665,
1098,04/17/18 12:15:00 AM,909.30,17.760,
1099,04/17/18 12:30:00 AM,909.14,17.665,
1100,04/17/18 12:45:00 AM,909.26,17.665,
1101,04/17/18 01:00:00 AM,909.26,17.665,
1102,04/17/18 01:15:00 AM,909.39,17.665,
1103,04/17/18 01:30:00 AM,909.39,17.665,
1104,04/17/18 01:45:00 AM,909.51,17.665,
1105,04/17/18 02:00:00 AM,909.60,17.570,
1106,04/17/18 02:15:00 AM,909.49,17.284,
1107,04/17/18 02:30:00 AM,909.54,17.094,
1108,04/17/18 02:45:00 AM,909.46,16.903,
1109,04/17/18 03:00:00 AM,909.43,16.523,
1110,04/17/18 03:15:00 AM,909.47,16.618,
1111,04/17/18 03:30:00 AM,909.43,16.523,
1112,04/17/18 03:45:00 AM,909.40,16.427,
1113,04/17/18 04:00:00 AM,909.37,16.332,
1114,04/17/18 04:15:00 AM,909.49,16.332,
1115,04/17/18 04:30:00 AM,909.49,16.332,
1116,04/17/18 04:45:00 AM,909.52,16.427,
1117,04/17/18 05:00:00 AM,909.52,16.427,
1118,04/17/18 05:15:00 AM,909.56,16.523,
1119,04/17/18 05:30:00 AM,909.69,16.523,
1120,04/17/18 05:45:00 AM,909.81,16.523,
1121,04/17/18 06:00:00 AM,909.81,16.523,
1122,04/17/18 06:15:00 AM,909.90,16.427,
1123,04/17/18 06:30:00 AM,909.98,16.332,
1124,04/17/18 06:45:00 AM,910.19,16.237,
1125,04/17/18 07:00:00 AM,910.32,16.237,
1126,04/17/18 07:15:00 AM,910.41,16.141,
1127,04/17/18 07:30:00 AM,910.41,16.141,
1128,04/17/18 07:45:00 AM,910.57,16.237,
1129,04/17/18 08:00:00 AM,910.60,16.332,
1130,04/17/18 08:15:00 AM,910.51,16.427,
1131,04/17/18 08:30:00 AM,910.64,16.427,
1132,04/17/18 08:45:00 AM,910.60,16.332,
1133,04/17/18 09:00:00 AM,910.53,16.141,
1134,04/17/18 09:15:00 AM,910.62,16.046,
1135,04/17/18 09:30:00 AM,910.87,16.046,
1136,04/17/18 09:45:00 AM,910.69,16.237,
1137,04/17/18 10:00:00 AM,910.64,16.427,
1138,04/17/18 10:15:00 AM,910.59,16.618,
1139,04/17/18 10:30:00 AM,910.47,16.618,
1140,04/17/18 10:45:00 AM,910.23,16.332,
1141,04/17/18 11:00:00 AM,910.41,16.141,
1142,04/17/18 11:15:00 AM,910.19,16.237,
1143,04/17/18 11:30:00 AM,909.94,16.237,
1144,04/17/18 11:45:00 AM,909.86,16.332,
1145,04/17/18 12:00:00 PM,909.70,16.237,
1146,04/17/18 12:15:00 PM,909.73,16.332,
1147,04/17/18 12:30:00 PM,909.61,16.332,
1148,04/17/18 12:45:00 PM,909.56,16.523,
1149,04/17/18 01:00:00 PM,909.43,16.523,
1150,04/17/18 01:15:00 PM,909.43,16.523,
1151,04/17/18 01:30:00 PM,909.28,16.427,
1152,04/17/18 01:45:00 PM,909.12,16.332,
1153,04/17/18 02:00:00 PM,909.08,16.237,
1154,04/17/18 02:15:00 PM,908.99,16.332,
1155,04/17/18 02:30:00 PM,908.90,16.427,
1156,04/17/18 02:45:00 PM,908.65,16.427,
1157,04/17/18 03:00:00 PM,908.57,16.523,
1158,04/17/18 03:15:00 PM,908.41,16.427,
1159,04/17/18 03:30:00 PM,908.25,16.332,
1160,04/17/18 03:45:00 PM,908.00,16.332,
1161,04/17/18 04:00:00 PM,907.75,16.332,
1162,04/17/18 04:15:00 PM,907.42,16.427,
1163,04/17/18 04:30:00 PM,907.29,16.427,
1164,04/17/18 04:45:00 PM,907.08,16.523,
1165,04/17/18 05:00:00 PM,906.96,16.523,
1166,04/17/18 05:15:00 PM,906.92,16.427,
1167,04/17/18 05:30:00 PM,906.76,16.332,
1168,04/17/18 05:45:00 PM,906.79,16.427,
1169,04/17/18 06:00:00 PM,906.67,16.427,
1170,04/17/18 06:15:00 PM,906.67,16.427,
1171,04/17/18 06:30:00 PM,906.58,16.523,
1172,04/17/18 06:45:00 PM,906.62,16.618,
1173,04/17/18 07:00:00 PM,906.75,16.618,
1174,04/17/18 07:15:00 PM,906.55,16.427,
1175,04/17/18 07:30:00 PM,906.64,16.332,
1176,04/17/18 07:45:00 PM,906.72,16.237,
1177,04/17/18 08:00:00 PM,906.35,16.237,
1178,04/17/18 08:15:00 PM,906.26,16.332,
1179,04/17/18 08:30:00 PM,906.43,16.427,
1180,04/17/18 08:45:00 PM,906.17,16.427,
1181,04/17/18 09:00:00 PM,906.17,16.427,
1182,04/17/18 09:15:00 PM,906.17,16.427,
1183,04/17/18 09:30:00 PM,906.26,16.332,
1184,04/17/18 09:45:00 PM,906.26,16.332,
1185,04/17/18 10:00:00 PM,906.17,16.427,
1186,04/17/18 10:15:00 PM,906.17,16.427,
1187,04/17/18 10:30:00 PM,906.09,16.523,
1188,04/17/18 10:45:00 PM,906.09,16.523,
1189,04/17/18 11:00:00 PM,906.21,16.523,
1190,04/17/18 11:15:00 PM,906.05,16.427,
1191,04/17/18 11:30:00 PM,906.14,16.332,
1192,04/17/18 11:45:00 PM,906.26,16.332,
1193,04/18/18 12:00:00 AM,906.35,16.237,
1194,04/18/18 12:15:00 AM,906.35,16.237,
1195,04/18/18 12:30:00 AM,906.22,16.237,
1196,04/18/18 12:45:00 AM,906.26,16.332,
1197,04/18/18 01:00:00 AM,906.17,16.427,
1198,04/18/18 01:15:00 AM,906.05,16.427,
1199,04/18/18 01:30:00 AM,906.05,16.427,
1200,04/18/18 01:45:00 AM,906.05,16.427,
1201,04/18/18 02:00:00 AM,906.05,16.427,
1202,04/18/18 02:15:00 AM,906.05,16.427,
1203,04/18/18 02:30:00 AM,906.05,16.427,
1204,04/18/18 02:45:00 AM,906.26,16.332,
1205,04/18/18 03:00:00 AM,906.26,16.332,
1206,04/18/18 03:15:00 AM,906.26,16.332,
1207,04/18/18 03:30:00 AM,906.14,16.332,
1208,04/18/18 03:45:00 AM,906.05,16.427,
1209,04/18/18 04:00:00 AM,905.92,16.427,
1210,04/18/18 04:15:00 AM,905.80,16.427,
1211,04/18/18 04:30:00 AM,905.56,16.427,
1212,04/18/18 04:45:00 AM,905.68,16.427,
1213,04/18/18 05:00:00 AM,905.92,16.427,
1214,04/18/18 05:15:00 AM,905.77,16.332,
1215,04/18/18 05:30:00 AM,905.89,16.332,
1216,04/18/18 05:45:00 AM,906.01,16.332,
1217,04/18/18 06:00:00 AM,906.01,16.332,
1218,04/18/18 06:15:00 AM,906.01,16.332,
1219,04/18/18 06:30:00 AM,905.89,16.332,
1220,04/18/18 06:45:00 AM,906.01,16.332,
1221,04/18/18 07:00:00 AM,906.26,16.332,
1222,04/18/18 07:15:00 AM,906.17,16.427,
1223,04/18/18 07:30:00 AM,906.46,16.523,
1224,04/18/18 07:45:00 AM,906.58,16.523,
1225,04/18/18 08:00:00 AM,906.71,16.523,
1226,04/18/18 08:15:00 AM,906.71,16.523,
1227,04/18/18 08:30:00 AM,906.79,16.427,
1228,04/18/18 08:45:00 AM,906.76,16.332,
1229,04/18/18 09:00:00 AM,906.79,16.427,
1230,04/18/18 09:15:00 AM,906.92,16.427,
1231,04/18/18 09:30:00 AM,907.38,16.332,
1232,04/18/18 09:45:00 AM,907.04,16.427,
1233,04/18/18 10:00:00 AM,907.17,16.427,
1234,04/18/18 10:15:00 AM,907.17,16.427,
1235,04/18/18 10:30:00 AM,907.04,16.427,
1236,04/18/18 10:45:00 AM,907.21,16.523,
1237,04/18/18 11:00:00 AM,907.08,16.523,
1238,04/18/18 11:15:00 AM,762.37,15.951,
1239,04/18/18 11:30:00 AM,762.21,17.284,
1240,04/18/18 11:45:00 AM,761.88,18.140,
1241,04/18/18 11:45:57 AM,,,Logged
